Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,JobRole,MonthlyIncome,WorkLifeBalance,YearsAtCompany
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,Sales Executive,6274,3,6
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,Manager,19859,3,5
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,Sales Executive,7587,3,10
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,Research Scientist,4258,3,4
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,Laboratory Technician,4364,3,2
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,Healthcare Representative,4335,2,8
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,Sales Executive,5326,2,4
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,Research Scientist,3280,3,4
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,Manufacturing Director,5485,3,5
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,Sales Executive,4342,3,4
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,Research Scientist,2782,2,5
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,Manufacturing Director,5980,3,15
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,Research Scientist,4381,3,6
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,Sales Representative,2572,2,3
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,Laboratory Technician,3833,3,2
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,Healthcare Representative,4244,3,8
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,Sales Executive,6500,3,3
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,Manager,18430,2,24
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,Laboratory Technician,1601,3,0
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,Laboratory Technician,2694,3,1
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,Laboratory Technician,3149,3,5
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,Research Director,17639,3,4
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,Laboratory Technician,2319,3,1
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,Research Director,11691,4,13
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,Sales Executive,5324,3,3
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,Manager,16752,2,26
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,Manufacturing Director,5228,3,9
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,Research Scientist,2700,3,10
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,Research Director,19246,3,31
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,Research Scientist,2506,3,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,Manufacturing Director,6062,3,4
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,Research Scientist,4382,2,2
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,Human Resources,2143,3,5
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,Manufacturing Director,6162,3,14
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,Laboratory Technician,5094,3,1
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,Manufacturing Director,6877,2,0
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,Research Scientist,2274,3,1
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,Manufacturing Director,4434,2,9
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,Healthcare Representative,6288,2,4
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,Research Scientist,2553,3,5
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,Sales Executive,7654,4,9
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,Sales Executive,5160,2,9
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,Research Director,17159,3,4
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,Research Director,12808,3,9
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,Manufacturing Director,10221,4,8
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,Sales Executive,4779,3,8
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,Human Resources,3737,1,3
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,Research Scientist,2366,3,8
27,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,Research Scientist,1706,2,0
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,Manager,16307,2,20
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,Healthcare Representative,5933,2,5
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,Research Scientist,3424,2,4
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,Sales Executive,4037,3,9
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,Research Scientist,2559,2,6
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,Sales Executive,6201,2,18
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,Sales Executive,4403,2,5
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,Research Scientist,3761,2,5
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,Sales Executive,10934,3,5
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,Sales Executive,10761,3,5
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,Research Scientist,5175,2,5
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,Manufacturing Director,13826,3,9
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,Sales Executive,6334,3,1
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,Human Resources,4936,3,5
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,Manufacturing Director,4775,1,2
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,Laboratory Technician,2818,2,3
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,Research Scientist,2515,3,2
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,Human Resources,2342,3,5
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,Sales Executive,4194,3,5
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,Manufacturing Director,10685,3,17
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,Research Scientist,2022,2,10
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,Laboratory Technician,2314,3,3
25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,Sales Executive,4256,4,5
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,Research Scientist,3580,3,4
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,Laboratory Technician,3162,2,5
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,Sales Executive,6524,3,10
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,Sales Representative,2899,3,2
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,Laboratory Technician,5231,2,5
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,Research Scientist,2356,3,6
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,Sales Representative,2800,3,3
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,Sales Executive,11836,3,2
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,Manufacturing Director,10903,3,13
37,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,Sales Representative,2973,3,5
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,Research Director,14275,3,12
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,Healthcare Representative,5562,2,5
47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,Sales Executive,4537,3,7
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904,Sales Executive,7642,3,10
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,Manager,17924,3,31
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,Human Resources,5204,3,5
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,Human Resources,2277,4,4
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,Laboratory Technician,2795,1,1
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,Laboratory Technician,2532,3,4
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,Research Scientist,2559,3,8
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,Sales Executive,4908,3,4
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918,Laboratory Technician,2380,2,1
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,920,Manufacturing Director,4765,4,1
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,Sales Representative,2044,2,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,Research Scientist,2693,2,1
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,Healthcare Representative,6586,2,16
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,Sales Representative,3294,2,3
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,Manufacturing Director,4171,4,3
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,Laboratory Technician,2778,2,7
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,Research Scientist,2377,3,2
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,Laboratory Technician,2404,1,2
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,Research Scientist,2318,3,1
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,Laboratory Technician,2008,3,1
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,Sales Executive,6244,3,5
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,Research Scientist,2799,3,3
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,940,Healthcare Representative,10552,3,6
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,Sales Representative,2329,4,7
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,Healthcare Representative,4014,1,10
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,Laboratory Technician,7403,2,26
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,Research Scientist,2259,2,0
31,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,Sales Executive,6932,2,9
36,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,Research Scientist,4678,3,6
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,Research Director,13582,3,15
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,Laboratory Technician,2332,3,3
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,Sales Representative,2413,3,1
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,Sales Executive,9705,2,1
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,Sales Executive,4294,3,7
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,Laboratory Technician,4721,3,18
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,Laboratory Technician,2519,3,11
19,Yes,Travel_Rarely,419,Sales,21,3,Other,1,959,Sales Representative,2121,4,1
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,Laboratory Technician,2973,3,1
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,Healthcare Representative,5855,1,9
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,Research Scientist,3617,3,1
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,Manufacturing Director,6725,4,8
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,Sales Executive,10325,3,16
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,Healthcare Representative,6949,3,5
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,Sales Executive,10609,1,14
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,Laboratory Technician,4447,2,9
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,Sales Representative,2157,3,3
35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,Sales Executive,4601,3,5
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,Manager,17099,2,9
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,Research Scientist,2479,3,1
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,981,Manager,14852,4,17
30,No,Travel_Rarely,231,Sales,8,2,Other,1,982,Sales Executive,7264,4,8
38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983,Sales Executive,5666,3,5
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,Sales Executive,7823,3,10
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,Sales Executive,7880,3,8
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,Sales Executive,13194,2,1
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,Manufacturing Director,5067,4,19
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,Sales Executive,5079,3,7
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,Research Scientist,2321,3,3
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,Manager,17444,3,10
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,Research Scientist,2404,3,0
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,Research Scientist,3452,3,3
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,Laboratory Technician,2270,3,5
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,Research Director,17399,2,5
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,Healthcare Representative,5488,3,6
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,Research Director,19419,4,18
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,Laboratory Technician,2811,3,2
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,Laboratory Technician,3633,3,9
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,Sales Executive,4163,3,9
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,Research Scientist,2132,3,5
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,Manufacturing Director,13973,3,12
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,Research Scientist,2684,2,2
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,Manufacturing Director,10845,3,8
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,Manufacturing Director,4377,3,4
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,Laboratory Technician,3743,1,4
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,Manufacturing Director,4148,3,4
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,Research Scientist,1051,3,0
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,Manufacturing Director,10739,3,10
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,Healthcare Representative,10388,2,16
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,Research Director,11416,2,8
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,Research Scientist,2600,3,1
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,Laboratory Technician,2422,3,3
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,Manufacturing Director,5472,3,8
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,Laboratory Technician,2451,2,4
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,Healthcare Representative,4240,3,2
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,Healthcare Representative,10999,3,15
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,Manufacturing Director,5003,3,2
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,Manufacturing Director,12742,3,21
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,Manufacturing Director,4227,3,3
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,Laboratory Technician,3917,2,3
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,Manager,18303,4,1
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,Laboratory Technician,2380,3,1
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,Manufacturing Director,13726,3,5
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,Healthcare Representative,4777,1,1
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,Healthcare Representative,6385,3,8
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,Research Director,19973,3,21
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,Sales Executive,6861,3,1
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,Sales Executive,4969,3,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,Manager,19845,3,32
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,Sales Executive,13320,3,12
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,Sales Executive,6347,3,18
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,Laboratory Technician,2743,3,17
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,Manufacturing Director,10880,3,21
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,Sales Representative,2342,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,Manager,17650,4,9
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,Laboratory Technician,4025,3,8
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,Sales Executive,9725,2,15
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,Manager,11904,1,6
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,Human Resources,2177,3,6
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,Sales Executive,7525,3,15
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,Laboratory Technician,4834,2,1
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,Research Scientist,2042,3,3
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,Sales Representative,2220,3,1
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,Sales Representative,1052,3,1
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,Research Scientist,2821,3,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,Research Director,19237,2,8
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,Healthcare Representative,4107,2,4
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,Sales Executive,8396,2,7
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,Research Scientist,2007,3,5
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,Research Director,19627,3,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,Sales Executive,10686,3,9
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,Research Scientist,2942,3,5
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,Manufacturing Director,8858,2,14
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,Manager,16756,4,9
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,Sales Executive,10798,3,1
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,Sales Representative,2323,3,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,Laboratory Technician,1416,2,1
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,Research Scientist,4615,3,16
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,Research Scientist,2461,4,10
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,Healthcare Representative,8722,2,10
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,Laboratory Technician,3955,3,5
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,Manufacturing Director,9957,2,6
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,Research Scientist,3376,3,10
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,Healthcare Representative,8823,2,19
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,Healthcare Representative,10322,3,11
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,Laboratory Technician,4621,3,3
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,Manufacturing Director,10976,3,3
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,Research Scientist,3660,4,8
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,Human Resources,10482,3,20
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,Healthcare Representative,7119,3,3
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,Sales Executive,9582,3,8
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,Research Scientist,4508,3,13
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,Laboratory Technician,2207,2,4
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,Healthcare Representative,7756,2,6
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,Sales Executive,6694,3,1
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,Laboratory Technician,3691,4,7
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,Laboratory Technician,2377,2,1
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,Research Scientist,2313,3,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,Manager,17665,3,22
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,Laboratory Technician,2596,3,1
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,Sales Executive,4728,3,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,Sales Executive,4302,3,3
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,Research Scientist,2979,3,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,Manager,16885,2,5
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,Sales Executive,5593,3,15
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,Healthcare Representative,10445,3,8
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,Sales Executive,8740,3,8
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,Research Scientist,2514,3,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,Manufacturing Director,7655,2,9
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,Manager,17465,3,12
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,Sales Executive,7351,3,1
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,Manufacturing Director,10820,3,8
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,Healthcare Representative,12169,3,18
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,Research Director,19626,4,20
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,Research Scientist,2070,4,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,Laboratory Technician,6782,2,5
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,Manufacturing Director,7779,3,11
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,Sales Representative,2791,3,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,Research Scientist,3201,1,5
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,Sales Executive,4968,3,5
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,Sales Executive,13120,3,9
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,Manufacturing Director,4033,2,3
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,Research Scientist,3291,2,7
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,Laboratory Technician,4272,3,1
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,Manufacturing Director,5056,2,10
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,Human Resources,2844,4,7
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,Research Scientist,2703,3,3
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,Laboratory Technician,1904,3,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,Sales Executive,8224,3,5
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,Laboratory Technician,4766,3,1
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,Laboratory Technician,2610,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,Healthcare Representative,5731,3,6
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,Research Scientist,2539,3,4
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,Sales Executive,5714,2,6
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,Human Resources,4323,1,5
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,Sales Executive,7336,1,11
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,Research Director,13499,2,18
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,Sales Executive,13758,2,21
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,Sales Executive,5155,4,6
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,Laboratory Technician,2258,3,8
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,Laboratory Technician,3597,3,4
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,Laboratory Technician,2515,2,1
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,Laboratory Technician,4420,3,8
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,Sales Executive,6578,3,10
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,Research Scientist,4422,1,1
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,Manufacturing Director,10274,4,7
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,Healthcare Representative,5343,3,13
